# 二简词
be	表示
qbovv	廑
qbovvi	廑
qbovvv	亲 嗪
qbv	秦
qbva	梫
qbvavv	梫
qbvi	勤
qbvia	梣
qbviai	梣
qbviau	勤
qbvio	檎
qbvioa	懃
qbvioi	覃
qbviov	檎
qbviu	斳
qbviuu	斳
qbvo	坅
qbvoa	埐
qbvoav	埐
qbvoi	埁
qbvoia	埁
qbvoio	坅
qbvv	琴
qbvvi	珡
qbvvii	珡
qbvvio	琴
qbvvuv	秦
qbvvv	琹
qbvvvv	琹
qc	桥
qca	缲
qcaaoo	缲
qcai	陗
qcaiio	陗
qcau	嫶
qcauio	嫶
qci	瞧
qcia	峭
qciaa	㡎
qciaao	㡎
qciai	睄
qciaio	帩 瞧 峭 睄
qciao	骹
qciaoo	幧 䵲
qciaov	嵪 骹
qciau	峤
qciauv	峤
qcii	俏
qciia	荍
qciiai	荍
qciii	蕉
qciiio	蕉
qciiou	俏
qciiu	荞
qciiuv	荞
qcio	锹
qcioi	劁
qcioii	劁
qcioo	僺
qciooo	僺
qciouv	锹
qciov	𱂻
qciovu	𱂻
qciu	侨
qciui	雀
qciuio	雀
qciuu	撬
qciuui	撽
qciuuv	撬
qciuv	偢
qciuvi	偢
qciuvu	侨
qco	悄
qcoa	诮
qcoai	谯
qcoaio	诮 谯
qcoi	跷
qcoiu	躈
qcoiui	躈
qcoiuv	𫏋
qcoiva	跷
qcoo	窍
qcooi	憔
qcooio	悄 憔
qcoou	愀
qcoouv	愀
qcoov	喿
qcoovi	窍
qcoovv	喿
qcou	𪡀
qcouu	𮳧
qcouuv	𮳧
qcouvu	𪡀
qcov	敲
qcoviv	敲
qcovu	毃
qcovua	毃
qcu	乔
qcuv	毳
qcuva	勪
qcuvau	勪
qcuvi	𥁢
qcuvia	㡑 𥁢
qcuvio	鍫
qcuvui	乔
qcuvuv	毳
qcv	巧
qcva	翘
qcvaao	翘
qcvi	鞘
qcvia	㚽
qcviau	㚽
qcvii	櫵
qcviii	櫵
qcviio	鞘
qcvio	樵
qcvioa	㤍
qcviov	樵
qcviu	鞒
qcviuv	鞒
qcviva	巧
qcvo	壳
qcvoo	𰚉
qcvooi	𰚉
qcvou	殼
qcvoua	壳 殼
qcvoui	墽
qcvouv	𰉩
qcvov	𫭪
qcvova	𫭪
qcvu	橇
qcvuu	硚
qcvuuv	硚
qcvuv	硗
qcvuva	硗
qcvuvu	桥
qcvuvv	橇
qcvv	槗
qcvvuo	槗
qd	且
qda	𮰿
qdao	淁
qdaovo	淁
qdau	㛗
qdauii	㛗
qdauo	㛙
qdauov	㛙
qdauvo	𮰿
qdi	茄
qdia	伽
qdiao	帹
qdiaov	帹
qdiauo	伽
qdiavv	且
qdiiau	茄
qdio	锲
qdiovv	锲
qdo	窃
qdoo	怯
qdooo	慊
qdooou	慊
qdoov	惬
qdoova	窃
qdoovo	𫺂 怯
qdoovv	惬
qdov	妾
qdovau	妾
qdu	箧
qdui	癿
qduiaa	癿
qduo	郄
qduoai	郄
qduvvv	箧
qdv	切
qdvaau	切
qdvo	趄
qdvoia	趄
qdvoo	朅
qdvooa	𫺁
qdvooi	朅
qdvou	㰤
qdvoua	𬅢 㰤
qdvu	砌
qdvuu	厒
qdvuuv	厒
qdvuva	砌
qdvv	挈
qdvva	洯
qdvvaa	洯
qdvviu	挈
qdvvo	𱞝
qdvvoa	𱞝
qdvvou	匧
qe	着
qea	浙
qeaiuu	浙
qeau	淛
qeauo	嫬
qeauov	嫬
qeauvv	淛
qei	折
qeia	䵭
qeiauo	䵭
qeii	蔗
qeiiov	蔗
qeiiu	著
qeiiuo	著
qeio	锗
qeiouo	锗
qeiu	哲
qeiua	摺
qeiuao	摺
qeiui	蛰
qeiuia	蜇 蛰
qeiuo	晢
qeiuoa	悊 𰑔
qeiuoi	晢
qeiuoo	哲
qeiuu	扸
qeiuui	扸
qeiuuu	折
qeiuv	埑
qeiuvo	埑
qeo	遮
qeoa	褶
qeoaao	褶
qeoai	袩
qeoaiv	袩
qeoao	谪
qeoaov	谪
qeoau	褚
qeoauo	褚
qeoav	𫌇
qeoavi	𫌇
qeoi	晣
qeoiiu	晣
qeoo	嗻
qeoovu	嗻
qeou	啫
qeouia	着
qeouov	啫
qeouu	粍
qeouuv	粍
qeov	鹧
qeovi	䗪
qeovia	䗪
qeovii	戢
qeovo	这
qeovoa	遮 这
qeovua	鹧
qeu	者
qeui	㸞
qeuiui	㸞
qeuo	乽
qeuoaa	乽
qeuooi	者
qeuv	䇽
qeuviu	䇽
qev	辙
qeva	辄
qevaov	辙
qevav	𰺋
qevavi	辄 𰺋
qevi	聑
qevivi	聑
qevo	喆
qevou	赭
qevouo	赭
qevov	嚞
qevovo	喆 嚞
qevovu	樜
qevu	磔
qevuo	詟
qevuov	詟
qevuu	厇
qevuua	磔
qevuuu	歽
qevuuv	厇
qevuv	杔
qevuva	杔
qevv	柘
qevvuo	柘
qf	占
qfa	展
qfaa	绽
qfaao	𬘜
qfaaoi	𬘜
qfaaoo	绽
qfai	沾
qfaio	惉
qfaioa	惉
qfaivo	沾
qfau	嫸
qfauou	嫸
qfav	湛
qfavii	湛
qfavvi	展
qfi	战
qfia	瞻
qfiai	岾
qfiaiv	蛅 岾
qfiau	嶦
qfiaua	黵 瞻 嶦
qfiav	崭
qfiava	𥇢 嶃 崭
qfiavv	𡺄
qfii	蘸
qfiiv	佔
qfiivi	蘸
qfiivo	佔
qfio	儃
qfiovi	儃
qfiu	搌
qfiuav	搌
qfiv	偡
qfivii	偡
qfivoo	占
qfivva	战
qfo	站
qfoa	谵
qfoai	𧮪
qfoaiv	𧮪
qfoaua	谵
qfoo	戦
qfoova	戦
qfou	粘
qfoua	噡
qfouav	噡
qfouiv	粘
qfov	颤
qfoviv	站
qfovo	邅
qfovoa	邅
qfovu	旃
qfovua	鹯
qfovuv	旜 旃
qfovvu	颤
qfu	詹
qfua	鳣
qfuai	飐
qfuaiv	飐
qfuao	𫗴
qfuaov	詹 鳣 𫗴
qfuav	𫗞
qfuavv	𫗞
qfui	㸥
qfuiua	㸥
qfuv	毡
qfuviv	毡
qfuvo	氊
qfuvov	氊
qfv	斩
qfva	辗
qfvaav	辗
qfvauu	斩
qfvav	榐
qfvavu	榐
qfvi	㠭
qfviu	䪌
qfviua	䪌
qfviv	𬪨
qfvivi	㠭
qfvivv	𬪨
qfvo	霑
qfvoai	霑
qfvoi	趈
qfvoiv	趈
qfvou	橏
qfvouv	橏
qfvu	栴
qfvua	欃
qfvuao	欃
qfvui	䩇
qfvuiv	䩇
qfvuvu	栴
qfvv	盏
qfvvia	盏
qfvvv	栈
qfvvva	栈
qfvvvv	𬍙 桟
qg	请
qga	清
qgaa	𬘬
qgaavv	𬘬
qgao	䞍
qgaovv	䞍
qgau	媇
qgauov	媇
qgav	淸
qgavv	𪷍
qgavvi	濪 清 淸 𪷍
qgi	倾
qgia	蜻
qgiai	䵞
qgiaii	䵞
qgiao	黥
qgiaov	黥
qgiav	圊
qgiavv	蜻 圊
qgii	擎
qgiii	苘
qgiiia	苘
qgiiiu	擎
qgiiv	檠
qgiivv	𰘓 檠
qgiu	掅
qgiui	擏
qgiuii	擏
qgiuvv	掅
qgiv	倩
qgivav	倾
qgivv	儬
qgivvi	倩 儬
qgo	情
qgoa	綮
qgoaaa	綮
qgoavv	请
qgoi	晴
qgoio	暒
qgoioi	暒
qgoiu	甠
qgoiuv	甠
qgoivv	晴
qgoo	寈
qgoovv	情 寈
qgov	庆
qgova	勍
qgovau	勍
qgovi	䯧
qgovia	𲁗 䯧
qgovii	剠
qgovv	亲
qgovva	庼
qgovvi	啨
qgovvu	庆
qgovvv	凊 亲
qgu	卿
qgua	鲭
qguaav	卿
qguau	夝
qguauv	夝
qguavv	鲭
qguv	氢
qguvao	氢
qguvv	氰
qguvvv	箐 氰
qgv	轻
qgva	顷
qgvaao	轻
qgvavu	顷
qgvi	㯳
qgviiu	㯳
qgvo	罄
qgvoa	漀
qgvoaa	漀
qgvoo	謦
qgvoou	㷫
qgvoov	謦
qgvou	殸
qgvoua	殸
qgvouv	罄
qgvov	磬
qgvovo	樈
qgvovu	櫦 磬
qgvovv	䨝 埥
qgvu	碃
qgvuu	殑
qgvuuo	殑
qgvuvv	碃
qgvv	青
qgvva	郬
qgvvai	郬
qgvvi	靑
qgvvia	靑
qgvvo	棾
qgvvoa	棾
qgvvu	靘
qgvvua	靘
qgvvuu	青
qh	却
qha	翟
qhao	亝
qhaoio	翟
qhaovv	亝
qhi	摘
qhia	侧
qhiaa	𨟠
qhiaai	𨟠
qhiaoi	侧
qhiau	崅
qhiaua	崅
qhii	蒛
qhiiuv	蒛
qhiu	雀
qhiua	择
qhiuao	择
qhiui	捚
qhiuio	雀 捚
qhiuo	㩟
qhiuoa	搉
qhiuoo	㩟
qhiuov	摘
qhiv	债
qhivv	砦
qhivvi	债
qhivvu	砦
qho	宅
qhoi	阙
qhoia	阕
qhoiao	阕
qhoiou	阙
qhoo	窄
qhoouv	宅 窄
qhoov	寨
qhoovu	𬒈
qhoovv	寨
qhou	炔
qhouav	炔
qhouu	燩
qhouui	燩
qhov	斋
qhova	瘸
qhovau	瘸
qhovi	啇
qhovia	啇
qhovu	瘵
qhovua	瘵
qhovv	斎
qhovvu	斋
qhovvv	斎
qhu	缺
qhua	祭
qhuao	粂 夈
qhuaou	粂 夈
qhuavv	祭
qhuo	豸
qhuoa	卻
qhuoai	㕁 卻
qhuoou	豸
qhuv	䍉
qhuva	𡙇
qhuvav	缺 𡙇
qhuvou	䍉
qhv	确
qhvi	鹊
qhviua	鹊
qhvo	榷
qhvoa	𣪹
qhvoai	却 𣪹
qhvoau	𥀎 榷
qhvoo	悫
qhvooa	愨 𣙜 悫
qhvoov	塙
qhvou	埆
qhvoua	㱿 𣪊 㲉 㱋 埆
qhvouu	䐨
qhvouv	𰉩
qhvov	𥔳
qhvovu	𥔳
qhvovv	𢢢
qhvu	碏
qhvui	䬩
qhvuio	䬩
qhvuo	碻
qhvuov	碻
qhvuu	厇
qhvuua	确
qhvuuv	厏 厇
qhvuvi	碏
qhvv	榸
qhvvoi	榸
qj	主
qja	注
qjaa	驻
qjaai	泏
qjaaii	泏
qjaao	纻
qjaaoo	纻
qjaaov	驻
qjaav	𭲫
qjaavu	𭲫
qjai	陼
qjaiuo	陼
qjao	贮
qjaoa	乼
qjaoaa	乼
qjaoi	濐
qjaoiu	濐
qjaooo	贮
qjaovv	注
qjau	渚
qjaua	潴
qjauau	潴
qjauav	𡠟
qjauov	渚
qjauv	洙
qjauvv	洙
qjav	属
qjavi	㔉
qjavii	㔉
qjavo	澍
qjavoo	澍
qjavu	瀦
qjavua	瀦
qjavui	属
qjavuu	𣃁
qji	住
qjia	助
qjiaa	瞩
qjiaau	助
qjiaav	瞩
qjiai	蠋
qjiaia	蠋
qjiaii	劅
qjiaiv	斀
qjiao	蛀
qjiaov	蛀
qjiau	蛛
qjiauv	蛛
qjiav	嵀
qjiavo	嵀
qjii	著
qjiia	芧
qjiiao	芧
qjiio	苎
qjiioo	苎
qjiiu	茱
qjiiuo	著
qjiiuv	茱
qjio	铸
qjioo	伫
qjiooa	伫
qjiou	铢
qjiouv	铢
qjiovv	住 铸
qjiu	拄
qjiuov	拄
qjiuv	侏
qjiuvv	侏
qjo	祝
qjoa	诸
qjoao	𬣞
qjoaoo	𬣞
qjoaou	祝
qjoaov	𬣣
qjoau	诛
qjoauo	褚 诸
qjoauv	诛
qjoav	嘱
qjoavo	𡎺
qjoavu	嘱
qjoi	躅
qjoia	𨅛
qjoiai	噣
qjoiav	曯 𨅛
qjoiia	躅
qjoiu	跦
qjoiuv	跦
qjoo	丶
qjooo	宔
qjooov	宔
qjoov	㝉
qjoovv	㝉
qjou	烛
qjoua	𪹳
qjouav	𪹳
qjouia	烛
qjouo	炷
qjouov	炷
qjouv	炢
qjouvo	炢
qjov	麈
qjovo	疰
qjovoo	𥩟
qjovov	麈 疰
qjovu	殶
qjovua	殶
qjovuu	㫂
qjovv	瘃
qjovvi	主
qjovvu	瘃
qju	朱
qjua	猪
qjuauo	猪
qjuav	橥
qjuavv	橥
qjuo	煮
qjuoa	翥
qjuoao	翥
qjuoo	煑
qjuooo	煮
qjuoou	煑
qjuu	舳
qjuuia	舳
qjuv	竹
qjuva	邾
qjuvai	邾
qjuvi	筯
qjuvia	筯
qjuvo	䇠
qjuvov	䇠
qjuvu	箸
qjuvuo	箸
qjuvuv	竹
qjuvv	筑
qjuvvi	朱 筑
qjuvvv	竺
qjv	逐
qjva	杼
qjvaoa	杼
qjvav	𣚚
qjvavu	𣚚
qjvi	朮
qjviua	朮
qjvo	柱
qjvoa	槠
qjvoao	霔
qjvoau	槠
qjvoo	术
qjvooo	壴 垨 坾
qjvou	柷
qjvoua	柷
qjvov	尌
qjvovi	尌
qjvovv	柱
qjvu	株
qjvua	劯
qjvuau	劯
qjvuo	砫
qjvuoa	逐
qjvuov	砫
qjvuu	豬
qjvuuo	豬
qjvuv	櫫
qjvuvo	樦 櫡
qjvuvv	株 櫫
qjvv	珠
qjvvuv	珠
qk	起
qka	汽
qkaa	骑
qkaao	缉
qkaaov	缉
qkaav	绮
qkaavi	骐
qkaavu	骑 绮
qkai	亟
qkaii	𬮿
qkaiia	𬮿
qkaio	焏
qkaioa	亟
qkaioo	焏
qkao	泣
qkaoo	呇
qkaov	亝
qkaovo	湆 湇 泣
qkaovv	亝
qkau	汔
qkauv	婍
qkauva	汔
qkauvi	娸
qkauvu	婍
qkauvv	汽
qkav	漆
qkava	沏
qkavaa	沏
qkavav	淒
qkavi	淇
qkavia	洓 㞯 漆
qkavii	濝 淇
qkavo	迉
qkavoa	迉
qkavu	㞚
qkavuv	㞚
qkavv	柒
qkavvv	柒
qki	企
qkia	岂
qkiaa	屺
qkiaav	岂 屺
qkiai	㽯
qkiaia	㽯
qkiao	蛴
qkiaou	俟
qkiaov	嵜 蛴
qkiau	岐
qkiaua	蚔
qkiauo	蚑 岐
qkiauu	岓
qkiav	崎
qkiavi	蜞 帺
qkiavo	畦 蛣
qkiavu	䗩 㟢 崎
qkii	芪
qkiia	芑
qkiiav	芑
qkiio	葺
qkiiou	蕲
qkiiov	荠 葺
qkiiua	芪
qkiiv	萋
qkiiva	萋
qkiivi	萁 企
qkiivu	䓫
qkio	锜
qkiov	𬭭
qkiovu	锜 𬭭
qkiu	伎
qkiuo	揭
qkiuoa	伎
qkiuoi	揭
qkiuu	扱
qkiuua	摖 扱
qkiuuv	扢
qkiuv	捿
qkiuva	捿
qkiuvi	掑
qkiv	歧
qkivi	倛
qkivii	僛 倛
qkivu	傶
qkivui	傶
qkivuo	歧
qko	齐
qkoa	启
qkoaa	祁
qkoaaa	綮
qkoaai	祁
qkoai	䁈
qkoaia	䁈
qkoao	啔
qkoaoi	晵
qkoaoo	启 啔
qkoau	祈
qkoaua	祇
qkoauu	䏿 祈
qkoauv	讫 啟
qkoav	祺
qkoava	褄
qkoavi	禥 祺
qkoavv	棨
qkoi	蹊
qkoio	喰
qkoioa	喰
qkoioi	㬤
qkoiu	跂
qkoiuo	蹊 跂
qkoiuv	㫓 𣅠
qkoiv	踦
qkoivu	踦
qkoo	器
qkooo	愒
qkoooi	愒
qkooov	𫺊
qkoou	愭
qkooua	忯
qkoouo	呮 愭
qkoouv	忔
qkoov	慽
qkoova	悽
qkoovi	噐
qkoovu	器 慽
qkou	呚
qkouvu	呚
qkov	弃
qkovi	咠
qkovii	唭 咠
qkovu	旗
qkovui	嘁 斉 齐
qkovuv	旂 旗
qkovv	凄
qkovva	凄
qkovvi	麒 棄 斊
qkovvu	弃
qku	气
qkua	鳍
qkuauo	鳍
qkuav	鲯
qkuavi	鲯
qkuavo	夡
qkui	魌
qkuiu	鬿
qkuiuu	鬿
qkuivi	魌
qkuo	脐
qkuoa	𨙸
qkuoai	𨙸
qkuoo	耆
qkuooi	耆
qkuovu	脐
qkuu	颀
qkuuvu	颀
qkuv	迄
qkuva	乞
qkuvaa	乞
qkuvo	憩
qkuvoa	憇 迄 憩
qkuvov	籏 簱
qkuvu	気
qkuvua	欫 㰟
qkuvuo	𦧉 気
qkuvuv	舙
qkuvv	稽
qkuvva	气
qkuvvu	稽
qkv	其
qkva	七
qkvaa	妻 七
qkvaai	郪
qkvaau	妻
qkvao	炁
qkvaoo	炁
qkvau	𬨂
qkvaua	𬨂
qkvav	杞
qkvava	杞
qkvi	期
qkvia	綦
qkviaa	桼 綦
qkviai	桤
qkvii	剘
qkviia	蟿
qkviii	剘
qkviu	欺
qkviua	𫛰 欺
qkviuo	鬐 其
qkviuu	期
qkviuv	罊
qkviv	碁
qkvivu	𬱦 碁
qkvivv	棊
qkvo	圻
qkvoav	起
qkvouu	圻
qkvov	埼
qkvova	霋
qkvovu	埼
qkvu	奇
qkvui	戚
qkvuii	丌
qkvuiv	敧 戚
qkvuo	唘
qkvuoa	慼
qkvuoo	唘
qkvuu	欹
qkvuua	磜 欹
qkvuuo	攲
qkvuv	砌
qkvuva	砌
qkvuvo	檱 奇
qkvuvu	碕
qkvuvv	碛 碶
qkvv	棋
qkvva	玘
qkvvav	棲 玘
qkvvi	栖
qkvvia	栖
qkvvii	樭 櫀 棋
qkvvu	槭
qkvvui	亓 槭
qkvvv	琦
qkvvvi	琪 𤪌 璂
qkvvvu	契 琦
qkvvvv	栔
ql	区
qla	屈
qlaa	驱
qlaavu	驱
qlai	灈
qlaia	浀
qlaiav	灈 浀
qlaiu	欪
qlaiua	欪
qlaiv	阹
qlaivo	阹
qlao	淭
qlaoav	淭
qlav	渠
qlavai	屈
qlavvv	渠
qli	曲
qlia	瞿
qliaa	黢
qliaao	黢
qliai	蛆
qliaia	蛐 蠼 𪨰 岨 蠷 蛆
qliaii	刞
qliaio	瞿
qliau	氍
qliaua	𬸱 㽛 蚼
qliaui	岴
qliauv	氍
qliav	岖
qliava	戵
qliavi	曲
qliavu	岖
qlii	蕖
qliia	䓛
qliiav	伹 蕖 䓛
qliii	蘧
qliiiv	蘧
qliiv	苣
qliiva	苣
qliu	抾
qliuvo	抾
qliv	龋
qliva	佢
qlivav	佢
qlivi	觑
qlivia	𰴜 𰴞 觑
qlivo	佉
qlivoa	佉
qlivui	龋
qlo	祛
qloa	诎
qloaai	诎
qloav	袪
qloavo	祛 袪
qloi	阒
qloia	㘗
qloiav	㘗
qloii	躣
qloiia	阒 躣
qloo	憈
qlooiv	憈
qlou	焌
qloua	煀
qlouao	焌
qlouav	煀
qloui	粬
qlouia	爠 粬
qlov	癯
qlovia	癯
qlovo	呿
qlovoa	呿
qlovu	竘
qlovua	竘
qlu	躯
qlua	劬
qluaau	劬
qluau	鸲
qluaua	鸲
qluauu	斪
qlui	鼩
qluia	臞
qluiav	臞
qluiua	鼩
qluivu	躯
qluu	衢
qluua	朐
qluuao	朐
qluuia	衢
qluv	胠
qluvi	籧
qluviv	籧
qluvoa	胠
qlv	取
qlvi	娶
qlvia	欋
qlviao	取
qlviau	娶
qlviav	匷 欋
qlvii	髷
qlviia	髷
qlviu	𣰋
qlviuv	𣰋
qlvo	趣
qlvoao	去
qlvoi	坥
qlvoia	坥
qlvoo	迲
qlvooa	迲
qlvoou	唟
qlvou	趋
qlvoua	㰦 趋
qlvov	𫭟
qlvovi	趣
qlvovu	𫭟
qlvu	磲
qlvua	厺
qlvuai	㚎
qlvuao	厺
qlvuav	磲
qlvui	𰕅
qlvuiv	𰕅
qlvuoa	区
qlvuv	戌
qlvuvv	戌
qlvv	璩
qlvvi	𱋐
qlvvia	𱋐
qlvviv	璩
qlvvo	㭕
qlvvoa	㭕
qlvvu	麹
qlvvua	麹
qlvvv	匤
qlvvvi	匤
qm	前
qma	潜
qmaa	纤
qmaai	缱
qmaaia	缱
qmaauv	纤
qmaav	𬘬
qmaavv	𬘬
qmai	阡
qmaii	凵
qmaiuv	阡
qmau	奷
qmauo	媊
qmauou	媊
qmauuv	奷
qmauv	汘
qmauvi	濳 汘
qmav	浅
qmava	灊
qmavau	潛 嬱 灊
qmavv	汧
qmavva	浅
qmavvo	𰊢
qmavvu	潜 汧
qmi	钱
qmia	遣
qmiai	黔
qmiaii	㡨
qmiaio	岒 蚙 黔
qmiao	嵰
qmiaoa	遣
qmiaou	嵰
qmiav	嵌
qmiavi	黚 嵌
qmiavv	岍 蚈
qmii	茜
qmiia	荨
qmiiai	孯
qmiiau	伣 𫰐
qmiiav	儙 荨
qmiii	蒨
qmiiiu	掔
qmiiiv	蒨
qmiiu	芡
qmiiua	芡
qmiiuv	芊
qmiiv	䕭
qmiivi	茜
qmiivo	䕭
qmiivv	茾
qmio	铅
qmioi	钤
qmioio	𰾑 钤
qmioo	諐
qmioov	諐
qmiou	钎
qmioua	欦 铅
qmiouv	偂 傔 钎
qmiov	钳
qmiovi	钳
qmiovv	钱
qmiu	仟
qmiua	挳
qmiuao	挳
qmiui	扲
qmiuii	𰓱
qmiuio	扲
qmiuo	掮
qmiuoa	掮
qmiuoo	攐 𫽥 攓
qmiuov	撁
qmiuu	扦
qmiuuv	扦
qmiuv	拑
qmiuva	撍
qmiuvi	拪 仟 拑
qmiv	倩
qmivi	㑒
qmivia	㑒
qmivo	虔
qmivoo	佥
qmivov	虔
qmivu	歬
qmivuu	歬
qmivvi	倩
qmo	谦
qmoa	谴
qmoaia	谴
qmoaou	谦
qmoo	骞
qmooaa	骞
qmooi	悭
qmooia	𮲁
qmooii	悭
qmooio	忴
qmooiu	搴
qmooo	褰
qmooou	慊
qmooov	褰
qmoou	嗛
qmoouv	嗛
qmou	歉
qmoui	煔
qmouiv	炶 煔
qmouo	熑
qmouou	熑
qmouov	燫
qmouu	粁
qmouua	歉
qmouui	前
qmouuv	粁
qmov	竏
qmovo	𰇕
qmovou	𰇕
qmovuv	竏
qmu	千
qmua	欠
qmuaii	欠
qmuau	鹐
qmuaua	鹐
qmuauo	匁
qmui	皘
qmuivv	皘
qmuo	乾
qmuou	膁
qmuouv	乾 膁
qmuu	愆
qmuua	肷
qmuuai	肷
qmuuoa	愆
qmuuv	䑶
qmuuvv	䑶
qmuv	签
qmuva	犍
qmuvav	犍
qmuvi	箝
qmuvii	刋 千
qmuviu	箝
qmuviv	篟 签
qmuvo	迁
qmuvoa	迁
qmuvu	缼
qmuvua	缼
qmuvv	圱
qmuvvo	圱
qmv	牵
qmva	堑
qmvao	朁
qmvaoi	朁
qmvav	椠
qmvavo	堑
qmvavv	𰺉 椠
qmvi	靬
qmvii	䤘
qmviii	䤘
qmviu	歁
qmviua	歁
qmviv	榩
qmviva	榩
qmvivv	靬
qmvo	圲
qmvou	墘
qmvouo	墘
qmvouv	槏 圲
qmvu	杄
qmvui	𰆚
qmvuiv	𰆚
qmvuo	磏
qmvuou	磏
qmvuuv	牵
qmvuv	𰗬
qmvuvi	杄 𰗬
qmvv	幵
qmvva	橬
qmvvau	橬
qmvvi	雃
qmvvio	雃
qmvvu	檶
qmvvuo	檶
qmvvv	棈
qmvvvi	棈
qmvvvv	幵
qn	真
qna	阵
qnaa	缜
qnaaa	纼
qnaaav	纼
qnaai	𬘝
qnaaiu	𬘝
qnaauo	缜
qnai	浈
qnaiv	塦
qnaiva	阵 浈
qnaivo	塦
qnao	赈
qnaou	潧
qnaoui	潧
qnaov	澵
qnaovo	澵
qnaovu	赈
qnau	姫
qnauu	嫃
qnauuo	嫃
qnauvi	姫
qnav	溱
qnavv	屒
qnavvi	弫
qnavvu	屒
qnavvv	溱
qni	镇
qnia	帧
qniai	畛
qniaiu	畛
qniaiv	帧
qniau	黰
qniaui	甽
qniauo	黰
qniav	帪
qniavu	帪
qnii	侦
qniiv	蓁
qniiva	侦
qniivu	葴
qniivv	蓁
qnio	针
qniouo	镇 针
qniov	𰾗
qniovu	𰾗
qniu	振
qniui	抮
qniuiu	抮
qniuu	㐱
qniuuu	㐱
qniuv	揕
qniuvi	挋 揕
qniuvu	振
qniuvv	搸
qniv	贞
qnivao	贞
qnivo	𲅗
qnivoa	𲅗
qnivu	侲
qnivuv	侲
qno	诊
qnoa	祯
qnoai	袗
qnoaiu	诊 袗
qnoaiv	祯
qnoau	鸩
qnoaua	鸩
qnoauo	禛
qnoi	昣
qnoiiu	昣
qnoiv	䟴
qnoivu	䟴
qnoo	寊
qnooiv	寊
qnou	烪
qnouou	烪
qnov	疹
qnoviu	疹
qnovu	㖘
qnovuv	㖘
qnu	朕
qnua	獉
qnuau	𮬤
qnuauo	眞
qnuauv	𮬤
qnuavv	獉
qnui	胗
qnuio	䠴
qnuiov	䠴
qnuiuu	胗
qnuo	𰮤
qnuouo	真
qnuouv	朕 𰮤
qnuv	箴
qnuvu	稹
qnuvuo	稹
qnuvvu	箴
qnv	震
qnva	臻
qnvai	轸
qnvaiu	轸
qnvav	樼
qnvavu	樼
qnvavv	臻
qnvi	斟
qnvio	酖
qnvioa	酖
qnvioo	斟
qnviu	鬒
qnviuo	鬒
qnviv	甄
qnviva	桢 甄
qnvivo	枮
qnvivv	靕
qnvo	枕
qnvoau	枕
qnvou	圳
qnvoui	圳
qnvouv	栚
qnvovu	震
qnvu	砧
qnvua	槇
qnvuai	槇
qnvuiv	砧
qnvuo	槙
qnvuoi	槙
qnvuv	碪
qnvuvi	碪
qnvuvv	殝
qnvv	珍
qnvvi	椹
qnvvii	椹
qnvviu	珍
qnvvu	瑱
qnvvua	珎
qnvvuo	瑱
qnvvv	榛
qnvvvv	瑧 榛
qp	张
qpa	涨
qpaava	涨
qpai	障
qpaiov	障
qpao	账
qpaouv	账
qpaov	漳
qpaovo	漳
qpau	嫜
qpauov	嫜
qpauv	涱
qpauva	涱
qpav	弡
qpavuv	张
qpavva	弡
qpi	掌
qpia	帐
qpiai	幥
qpiaio	幥
qpiao	嶂
qpiaov	幛 蟑 嶂
qpiauv	帐
qpio	傽
qpioiu	掌
qpiovo	傽
qpiu	仉
qpiuaa	仉
qpiuv	扙
qpiuvu	扙
qpiv	仗
qpivi	仧
qpivii	仧
qpivuo	仗
qpo	章
qpoi	暲
qpoiov	暲
qpoo	慞
qpooov	慞
qpov	彰
qpova	鄣
qpovai	鄣
qpovo	瘴
qpovov	麞 瘴
qpovuo	章
qpovuu	彰
qpu	胀
qpua	獐
qpuaov	獐
qpuau	𫗠
qpuauv	𫗠
qpuu	兏
qpuuiv	兏
qpuuva	胀
qpuv	长
qpuvao	长
qpv	丈
qpvi	镸
qpviao	镸
qpvo	樟
qpvoo	墇
qpvoov	墇
qpvovo	樟
qpvu	礃
qpvuio	礃
qpvuoo	丈
qpvv	杖
qpvvo	璋
qpvvov	璋
qpvvuo	杖
qq	求
qqa	泅
qqaa	𰬗
qqaai	汓
qqaaiv	汓
qqaavi	𰬗
qqaiai	泅
qqao	巯
qqaoov	巯
qqaou	渞
qqaouv	湭 渞
qqaov	赇
qqaovi	赇
qqau	湫
qqauv	㛏
qqauvi	湫 㛏
qqav	㞗
qqavi	浗
qqavio	浗
qqavvi	㞗
qqi	囚
qqia	蚯
qqiaa	虬
qqiaaa	虬
qqiaai	虯
qqiaii	囚
qqiao	蝤
qqiaou	崷 蝤
qqiaui	蚯
qqii	艽
qqiiu	萩
qqiiua	艽
qqiiuv	萩
qqiiv	𰰤
qqiivu	𰰤
qqio	𨱇
qqiovi	𨱇
qqiu	仇
qqiuaa	仇
qqiuu	扏
qqiuua	扏
qqiuui	搝
qqiv	俅
qqivio	俅
qqivo	恷
qqivoa	恷
qqivv	丠
qqivvv	丠
qqo	酋
qqoo	恘
qqooiv	恘
qqou	遒
qqouo	煪
qqouoa	遒
qqouou	煪
qqouu	糗
qqouui	糗
qqouuv	秌
qqouvi	酋
qqov	唒
qqovia	唒
qqu	秋
qqua	鳅
qquaa	厹
qquaao	厹
qquai	龟
qquaia	亀 龟
qquao	訄
qquaoo	叴
